user_id,transport,recycle,plastic,meat,task,score
3093,Car,No,No,Rarely,Avoid single-use plastic,50
3094,Walk/Cycle,Yes,Yes,Few times,Unplug unused chargers,80
3095,Public Transport,Yes,No,Rarely,Turn off unused lights,100
3096,Walk/Cycle,Yes,Yes,Few times,Carry reusable water bottle,80
3097,Walk/Cycle,Yes,No,Rarely,Reduce shower time by 2 minutes,100
3098,Public Transport,No,Yes,Few times,Try vegetarian meal,60
3099,Public Transport,Yes,No,Daily,Reduce shower time by 2 minutes,90
3100,Walk/Cycle,No,Yes,No,Plant or water a plant,60
3101,Car,No,No,Daily,Walk instead of driving for short distances,40
3102,Walk/Cycle,Yes,Yes,No,Use public transport today,80
3103,Public Transport,Yes,No,No,Carry reusable water bottle,100
3104,Public Transport,No,No,Few times,Carry reusable water bottle,80
3105,Public Transport,Yes,Yes,Daily,Turn off unused lights,70
3106,Public Transport,No,Yes,Few times,Use public transport today,60
3107,Car,Yes,Yes,Few times,Carry reusable water bottle,50
3108,Car,No,Yes,Rarely,Reduce shower time by 2 minutes,30
3109,Walk/Cycle,Yes,No,Rarely,Unplug unused chargers,100
3110,Public Transport,Yes,Yes,Few times,Try vegetarian meal,80
3111,Public Transport,No,No,Few times,Try vegetarian meal,80
3112,Car,No,No,Daily,Use cloth bags while shopping,40
3113,Walk/Cycle,Yes,No,Daily,Try vegetarian meal,90
3114,Walk/Cycle,No,No,Daily,Plant or water a plant,70
3115,Public Transport,Yes,Yes,Rarely,Carry reusable water bottle,80
3116,Public Transport,No,Yes,Rarely,Reduce shower time by 2 minutes,60
3117,Public Transport,Yes,No,Rarely,Walk instead of driving for short distances,100
3118,Public Transport,No,Yes,No,Use public transport today,60
3119,Walk/Cycle,No,Yes,Rarely,Unplug unused chargers,60
3120,Walk/Cycle,No,No,Rarely,Avoid single-use plastic,80
3121,Public Transport,No,Yes,Daily,Carry reusable water bottle,50
3122,Car,Yes,Yes,Daily,Reduce shower time by 2 minutes,40
3123,Walk/Cycle,Yes,Yes,No,Try vegetarian meal,80
3124,Car,Yes,No,Daily,Reduce shower time by 2 minutes,60
3125,Car,No,Yes,Few times,Turn off unused lights,30
3126,Public Transport,Yes,No,Few times,Unplug unused chargers,100
3127,Car,Yes,No,No,Reduce electricity usage,70
3128,Car,No,No,No,Walk instead of driving for short distances,50
3129,Walk/Cycle,Yes,Yes,Few times,Reduce electricity usage,80
3130,Public Transport,No,Yes,No,Use cloth bags while shopping,60
3131,Public Transport,Yes,Yes,Few times,Avoid single-use plastic,80
3132,Walk/Cycle,Yes,No,No,Try vegetarian meal,100
3133,Public Transport,Yes,No,Few times,Use public transport today,100
3134,Car,Yes,Yes,Daily,Use public transport today,40
3135,Car,No,No,Few times,Avoid single-use plastic,50
3136,Car,No,No,Rarely,Avoid single-use plastic,50
3137,Car,No,Yes,No,Use public transport today,30
3138,Walk/Cycle,No,Yes,Rarely,Avoid single-use plastic,60
3139,Car,No,Yes,Daily,Carry reusable water bottle,20
3140,Walk/Cycle,Yes,No,Rarely,Turn off unused lights,100
3141,Car,Yes,Yes,No,Reduce electricity usage,50
3142,Car,Yes,Yes,Few times,Unplug unused chargers,50
3143,Walk/Cycle,Yes,No,No,Plant or water a plant,100
3144,Public Transport,No,Yes,Few times,Reduce shower time by 2 minutes,60
3145,Car,No,No,Daily,Use public transport today,40
3146,Public Transport,Yes,No,Daily,Walk instead of driving for short distances,90
3147,Public Transport,Yes,Yes,No,Turn off unused lights,80
3148,Public Transport,No,No,Daily,Walk instead of driving for short distances,70
3149,Car,Yes,No,No,Reduce electricity usage,70
3150,Public Transport,No,Yes,Few times,Avoid single-use plastic,60
3151,Car,Yes,No,Rarely,Walk instead of driving for short distances,70
3152,Public Transport,No,Yes,No,Turn off unused lights,60
3153,Public Transport,Yes,Yes,No,Walk instead of driving for short distances,80
3154,Walk/Cycle,Yes,No,No,Use cloth bags while shopping,100
3155,Car,No,No,Rarely,Reduce shower time by 2 minutes,50
3156,Walk/Cycle,No,No,Daily,Unplug unused chargers,70
3157,Walk/Cycle,No,No,Few times,Unplug unused chargers,80
3158,Walk/Cycle,No,No,Daily,Reduce electricity usage,70
3159,Public Transport,Yes,No,Daily,Plant or water a plant,90
3160,Car,No,Yes,No,Reduce electricity usage,30
3161,Car,No,No,Rarely,Use public transport today,50
3162,Walk/Cycle,No,Yes,Rarely,Unplug unused chargers,60
3163,Public Transport,Yes,No,Daily,Reduce shower time by 2 minutes,90
3164,Walk/Cycle,Yes,No,Rarely,Turn off unused lights,100
3165,Public Transport,No,Yes,No,Turn off unused lights,60
3166,Car,No,No,No,Avoid single-use plastic,50
3167,Walk/Cycle,No,Yes,Daily,Reduce shower time by 2 minutes,50
3168,Car,No,No,No,Reduce shower time by 2 minutes,50
3169,Car,Yes,No,Few times,Walk instead of driving for short distances,70
3170,Car,No,Yes,Rarely,Plant or water a plant,30
3171,Walk/Cycle,Yes,No,Rarely,Unplug unused chargers,100
3172,Car,Yes,Yes,Rarely,Carry reusable water bottle,50
3173,Walk/Cycle,No,Yes,No,Use cloth bags while shopping,60
3174,Walk/Cycle,Yes,Yes,Daily,Use cloth bags while shopping,70
3175,Public Transport,Yes,No,Rarely,Carry reusable water bottle,100
3176,Public Transport,No,Yes,Rarely,Plant or water a plant,60
3177,Walk/Cycle,No,No,No,Walk instead of driving for short distances,80
3178,Walk/Cycle,Yes,Yes,Rarely,Turn off unused lights,80
3179,Walk/Cycle,No,Yes,Rarely,Use cloth bags while shopping,60
3180,Walk/Cycle,No,Yes,Rarely,Plant or water a plant,60
3181,Public Transport,Yes,Yes,No,Try vegetarian meal,80
3182,Walk/Cycle,No,No,Daily,Use cloth bags while shopping,70
3183,Public Transport,Yes,No,Rarely,Try vegetarian meal,100
3184,Car,No,Yes,Daily,Carry reusable water bottle,20
3185,Walk/Cycle,No,Yes,Rarely,Plant or water a plant,60
3186,Car,Yes,No,Daily,Use public transport today,60
3187,Public Transport,Yes,No,Rarely,Use cloth bags while shopping,100
3188,Car,No,Yes,Few times,Avoid single-use plastic,30
3189,Public Transport,No,Yes,No,Use cloth bags while shopping,60
3190,Car,Yes,No,Daily,Walk instead of driving for short distances,60
3191,Walk/Cycle,No,Yes,Daily,Turn off unused lights,50
3192,Walk/Cycle,No,Yes,Rarely,Reduce electricity usage,60
3193,Public Transport,Yes,Yes,Daily,Use public transport today,70
3194,Car,No,No,No,Reduce shower time by 2 minutes,50
3195,Public Transport,No,No,Few times,Unplug unused chargers,80
3196,Car,No,Yes,Few times,Plant or water a plant,30
3197,Car,Yes,No,Few times,Carry reusable water bottle,70
3198,Walk/Cycle,Yes,Yes,Rarely,Walk instead of driving for short distances,80
3199,Public Transport,No,No,No,Unplug unused chargers,80
3200,Walk/Cycle,No,Yes,Rarely,Use cloth bags while shopping,60
3201,Car,Yes,Yes,No,Reduce electricity usage,50
3202,Public Transport,Yes,No,Rarely,Reduce electricity usage,100
3203,Walk/Cycle,Yes,No,Few times,Plant or water a plant,100
3204,Car,No,No,Daily,Use public transport today,40
3205,Walk/Cycle,Yes,Yes,Rarely,Carry reusable water bottle,80
3206,Walk/Cycle,Yes,No,Rarely,Use public transport today,100
3207,Public Transport,Yes,Yes,Few times,Avoid single-use plastic,80
3208,Walk/Cycle,Yes,No,No,Carry reusable water bottle,100
3209,Car,Yes,Yes,No,Avoid single-use plastic,50
3210,Car,Yes,Yes,Few times,Reduce shower time by 2 minutes,50
3211,Public Transport,No,No,Few times,Turn off unused lights,80
3212,Walk/Cycle,No,No,No,Use public transport today,80
3213,Car,No,No,Few times,Use cloth bags while shopping,50
3214,Car,Yes,No,Rarely,Use cloth bags while shopping,70
3215,Walk/Cycle,Yes,Yes,Few times,Use cloth bags while shopping,80
3216,Car,No,No,Few times,Use cloth bags while shopping,50
3217,Public Transport,Yes,Yes,Daily,Walk instead of driving for short distances,70
3218,Car,Yes,No,Rarely,Plant or water a plant,70
3219,Walk/Cycle,Yes,No,Few times,Reduce shower time by 2 minutes,100
3220,Public Transport,Yes,Yes,Daily,Avoid single-use plastic,70
3221,Public Transport,Yes,Yes,Daily,Try vegetarian meal,70
3222,Car,No,Yes,Few times,Reduce shower time by 2 minutes,30
3223,Public Transport,Yes,Yes,No,Turn off unused lights,80
3224,Public Transport,Yes,No,Rarely,Use cloth bags while shopping,100
3225,Public Transport,Yes,No,No,Unplug unused chargers,100
3226,Car,Yes,No,No,Reduce electricity usage,70
3227,Walk/Cycle,No,Yes,Few times,Carry reusable water bottle,60
3228,Walk/Cycle,No,Yes,Few times,Avoid single-use plastic,60
3229,Car,No,Yes,Few times,Use cloth bags while shopping,30
3230,Public Transport,No,No,Daily,Reduce electricity usage,70
3231,Walk/Cycle,No,Yes,Daily,Try vegetarian meal,50
3232,Walk/Cycle,No,No,Daily,Reduce shower time by 2 minutes,70
3233,Public Transport,No,No,Daily,Turn off unused lights,70
3234,Public Transport,Yes,No,Daily,Use cloth bags while shopping,90
3235,Walk/Cycle,No,No,No,Reduce shower time by 2 minutes,80
3236,Car,Yes,No,Few times,Walk instead of driving for short distances,70
3237,Walk/Cycle,Yes,Yes,Rarely,Turn off unused lights,80
3238,Walk/Cycle,No,No,Few times,Carry reusable water bottle,80
3239,Public Transport,No,No,Few times,Use public transport today,80
3240,Walk/Cycle,No,Yes,Daily,Unplug unused chargers,50
3241,Car,Yes,Yes,Daily,Avoid single-use plastic,40
3242,Public Transport,Yes,No,Few times,Turn off unused lights,100
3243,Walk/Cycle,Yes,Yes,Daily,Plant or water a plant,70
3244,Public Transport,No,No,Daily,Reduce electricity usage,70
3245,Public Transport,No,No,Few times,Use public transport today,80
3246,Public Transport,No,No,Daily,Use cloth bags while shopping,70
3247,Walk/Cycle,No,No,Daily,Walk instead of driving for short distances,70
3248,Car,Yes,No,No,Unplug unused chargers,70
3249,Walk/Cycle,No,Yes,No,Avoid single-use plastic,60
3250,Car,Yes,No,Daily,Avoid single-use plastic,60
3251,Car,No,Yes,Few times,Use public transport today,30
3252,Walk/Cycle,Yes,Yes,Few times,Carry reusable water bottle,80
3253,Walk/Cycle,No,Yes,No,Reduce shower time by 2 minutes,60
3254,Walk/Cycle,Yes,No,Few times,Reduce shower time by 2 minutes,100
3255,Car,No,Yes,No,Try vegetarian meal,30
3256,Car,Yes,No,Few times,Carry reusable water bottle,70
3257,Walk/Cycle,Yes,No,Daily,Turn off unused lights,90
3258,Walk/Cycle,No,Yes,Rarely,Unplug unused chargers,60
3259,Public Transport,No,No,No,Use public transport today,80
3260,Walk/Cycle,No,Yes,Rarely,Try vegetarian meal,60
3261,Car,Yes,No,No,Turn off unused lights,70
3262,Public Transport,Yes,No,Rarely,Use cloth bags while shopping,100
3263,Walk/Cycle,No,No,Few times,Carry reusable water bottle,80
3264,Walk/Cycle,No,Yes,Few times,Walk instead of driving for short distances,60
3265,Public Transport,Yes,No,Daily,Turn off unused lights,90
3266,Walk/Cycle,Yes,Yes,No,Use public transport today,80
3267,Public Transport,No,Yes,No,Reduce shower time by 2 minutes,60
3268,Walk/Cycle,No,No,No,Use cloth bags while shopping,80
3269,Walk/Cycle,No,Yes,Few times,Plant or water a plant,60
3270,Public Transport,No,No,Few times,Carry reusable water bottle,80
3271,Walk/Cycle,Yes,Yes,Rarely,Unplug unused chargers,80
3272,Car,No,Yes,Daily,Turn off unused lights,20
3273,Walk/Cycle,No,No,No,Reduce shower time by 2 minutes,80
3274,Public Transport,Yes,No,No,Try vegetarian meal,100
3275,Walk/Cycle,Yes,No,Few times,Plant or water a plant,100
3276,Public Transport,No,No,Rarely,Unplug unused chargers,80
3277,Public Transport,Yes,Yes,Few times,Plant or water a plant,80
3278,Walk/Cycle,Yes,Yes,No,Turn off unused lights,80
3279,Walk/Cycle,No,No,Daily,Use cloth bags while shopping,70
3280,Car,Yes,Yes,Rarely,Use cloth bags while shopping,50
3281,Public Transport,Yes,No,Daily,Reduce shower time by 2 minutes,90
3282,Public Transport,Yes,Yes,Few times,Use cloth bags while shopping,80
3283,Public Transport,No,Yes,Rarely,Plant or water a plant,60
3284,Walk/Cycle,Yes,Yes,No,Unplug unused chargers,80
3285,Walk/Cycle,Yes,Yes,Few times,Use public transport today,80
3286,Walk/Cycle,No,Yes,Rarely,Carry reusable water bottle,60
3287,Car,No,Yes,Few times,Avoid single-use plastic,30
3288,Public Transport,No,No,Daily,Try vegetarian meal,70
3289,Car,No,Yes,No,Walk instead of driving for short distances,30
3290,Public Transport,Yes,Yes,No,Try vegetarian meal,80
3291,Walk/Cycle,Yes,No,Daily,Use cloth bags while shopping,90
3292,Car,No,No,No,Plant or water a plant,50
3293,Car,Yes,No,Daily,Reduce shower time by 2 minutes,60
3294,Public Transport,Yes,No,Daily,Try vegetarian meal,90
3295,Public Transport,Yes,Yes,No,Walk instead of driving for short distances,80
3296,Car,No,Yes,Daily,Reduce electricity usage,20
3297,Public Transport,Yes,No,No,Carry reusable water bottle,100
3298,Car,Yes,No,Few times,Walk instead of driving for short distances,70
3299,Car,Yes,Yes,Rarely,Unplug unused chargers,50
3300,Public Transport,Yes,Yes,Few times,Walk instead of driving for short distances,80
3301,Car,Yes,No,Few times,Avoid single-use plastic,70
3302,Walk/Cycle,Yes,Yes,No,Use cloth bags while shopping,80
3303,Car,No,Yes,Daily,Carry reusable water bottle,20
3304,Car,Yes,No,Few times,Use public transport today,70
3305,Car,No,Yes,Rarely,Avoid single-use plastic,30
3306,Car,No,No,Few times,Carry reusable water bottle,50
3307,Car,Yes,No,Few times,Turn off unused lights,70
3308,Public Transport,No,Yes,Daily,Try vegetarian meal,50
3309,Car,No,Yes,Rarely,Use public transport today,30
3310,Public Transport,Yes,No,Few times,Reduce shower time by 2 minutes,100
3311,Public Transport,No,No,Rarely,Reduce electricity usage,80
3312,Public Transport,No,Yes,Few times,Avoid single-use plastic,60
3313,Public Transport,No,No,Few times,Try vegetarian meal,80
3314,Public Transport,No,No,No,Turn off unused lights,80
3315,Car,Yes,No,Rarely,Use public transport today,70
3316,Car,Yes,Yes,Daily,Reduce shower time by 2 minutes,40
3317,Public Transport,No,Yes,Few times,Try vegetarian meal,60
3318,Walk/Cycle,Yes,No,No,Turn off unused lights,100
3319,Public Transport,Yes,No,No,Reduce electricity usage,100
3320,Public Transport,Yes,No,Rarely,Unplug unused chargers,100
3321,Public Transport,No,Yes,No,Avoid single-use plastic,60
3322,Public Transport,Yes,Yes,No,Use cloth bags while shopping,80
3323,Public Transport,Yes,Yes,Daily,Reduce electricity usage,70
3324,Public Transport,Yes,No,Rarely,Walk instead of driving for short distances,100
3325,Car,No,No,Rarely,Unplug unused chargers,50
3326,Walk/Cycle,No,Yes,Few times,Use cloth bags while shopping,60
3327,Walk/Cycle,No,No,Few times,Walk instead of driving for short distances,80
3328,Public Transport,No,No,No,Plant or water a plant,80
3329,Public Transport,No,Yes,Rarely,Turn off unused lights,60
3330,Public Transport,No,Yes,No,Plant or water a plant,60
3331,Public Transport,Yes,Yes,Few times,Plant or water a plant,80
3332,Walk/Cycle,Yes,Yes,No,Try vegetarian meal,80
3333,Public Transport,No,Yes,No,Use public transport today,60
3334,Car,Yes,No,Few times,Reduce shower time by 2 minutes,70
3335,Car,Yes,No,Rarely,Try vegetarian meal,70
3336,Public Transport,Yes,Yes,Daily,Carry reusable water bottle,70
3337,Car,No,No,Few times,Use cloth bags while shopping,50
3338,Car,Yes,No,No,Try vegetarian meal,70
3339,Car,No,No,No,Turn off unused lights,50
3340,Walk/Cycle,No,No,Few times,Turn off unused lights,80
3341,Walk/Cycle,Yes,Yes,No,Carry reusable water bottle,80
3342,Walk/Cycle,No,Yes,No,Reduce shower time by 2 minutes,60
3343,Car,No,Yes,Few times,Reduce electricity usage,30
3344,Walk/Cycle,Yes,Yes,Few times,Unplug unused chargers,80
3345,Public Transport,Yes,No,Daily,Carry reusable water bottle,90
3346,Public Transport,Yes,Yes,No,Use cloth bags while shopping,80
3347,Walk/Cycle,Yes,Yes,Daily,Plant or water a plant,70
3348,Walk/Cycle,No,Yes,Few times,Use public transport today,60
3349,Walk/Cycle,No,Yes,Rarely,Walk instead of driving for short distances,60
3350,Car,Yes,Yes,Daily,Reduce electricity usage,40
3351,Car,No,No,Few times,Unplug unused chargers,50
3352,Public Transport,No,Yes,No,Reduce electricity usage,60
3353,Walk/Cycle,No,No,Rarely,Walk instead of driving for short distances,80
3354,Car,No,No,No,Try vegetarian meal,50
3355,Car,Yes,No,Rarely,Try vegetarian meal,70
3356,Walk/Cycle,Yes,No,Few times,Walk instead of driving for short distances,100
3357,Car,Yes,Yes,Daily,Reduce shower time by 2 minutes,40
3358,Walk/Cycle,No,Yes,No,Unplug unused chargers,60
3359,Car,Yes,No,Daily,Try vegetarian meal,60
3360,Walk/Cycle,No,No,Rarely,Use public transport today,80
3361,Public Transport,No,Yes,Rarely,Turn off unused lights,60
3362,Public Transport,No,Yes,No,Reduce shower time by 2 minutes,60
3363,Public Transport,Yes,Yes,Few times,Walk instead of driving for short distances,80
3364,Walk/Cycle,No,No,Rarely,Reduce electricity usage,80
3365,Walk/Cycle,No,No,Few times,Turn off unused lights,80
3366,Public Transport,No,Yes,Daily,Reduce shower time by 2 minutes,50
3367,Public Transport,Yes,No,No,Try vegetarian meal,100
3368,Car,No,Yes,No,Use public transport today,30
3369,Walk/Cycle,No,Yes,Rarely,Use cloth bags while shopping,60
3370,Walk/Cycle,Yes,Yes,Few times,Avoid single-use plastic,80
3371,Car,No,Yes,Few times,Use public transport today,30
3372,Public Transport,No,Yes,Rarely,Avoid single-use plastic,60
3373,Walk/Cycle,Yes,No,Daily,Use cloth bags while shopping,90
3374,Car,No,No,Rarely,Use public transport today,50
3375,Walk/Cycle,Yes,Yes,Rarely,Avoid single-use plastic,80
3376,Car,No,No,No,Use cloth bags while shopping,50
3377,Walk/Cycle,Yes,Yes,Rarely,Use public transport today,80
3378,Walk/Cycle,Yes,No,Rarely,Use public transport today,100
3379,Walk/Cycle,No,No,Daily,Avoid single-use plastic,70
3380,Public Transport,Yes,No,Rarely,Use public transport today,100
3381,Car,No,Yes,Daily,Reduce electricity usage,20
3382,Walk/Cycle,Yes,No,Few times,Carry reusable water bottle,100
3383,Car,Yes,No,No,Plant or water a plant,70
3384,Public Transport,Yes,No,No,Try vegetarian meal,100
3385,Public Transport,No,No,No,Use cloth bags while shopping,80
3386,Car,No,No,Daily,Unplug unused chargers,40
3387,Walk/Cycle,No,Yes,Rarely,Reduce shower time by 2 minutes,60
3388,Car,No,No,No,Avoid single-use plastic,50
3389,Walk/Cycle,No,Yes,No,Unplug unused chargers,60
3390,Car,Yes,No,Rarely,Use public transport today,70
3391,Car,Yes,No,Daily,Carry reusable water bottle,60
3392,Car,No,Yes,Daily,Reduce electricity usage,20
3393,Walk/Cycle,No,No,No,Unplug unused chargers,80
